,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Log2 Fold change,p value
AW209491,405.442842355193,568.15306862693,383.542209860646,479.12111790134,463.457092334851,583.030492974749,0.186413815123378,1
AW549877,1537.92233904434,1099.80348356279,1873.87765389059,1546.23632285119,1387.20774736404,1447.02162636823,-0.00972986441604723,1
AW551984,0.345057738174632,0.429442984600855,2.38224975068725,4.40295095815767,0.316352964051093,1.48656423501976,0.845869541782733,1
AW554918,115.594342288502,52.8214871059051,99.5780395787269,82.0549951293021,92.6914184669702,99.0051780523159,0.0943413628383187,1
AW555464,1790.50460338817,1878.81305762874,1816.70365987409,1558.24437091889,2591.2471285425,2492.37359643413,0.240652872774296,1
AY026312,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
AY074887,14.8374827415092,19.3249343070385,30.0163468586593,25.2169009421758,18.6648248790145,20.5145864432727,0.0791629413219677,1
AY358078,19.668291075954,26.1960220606521,24.2989474570099,17.2115355637073,26.2572960162407,24.676966301328,-0.0194282873444101,1
AY512915,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
AY512931,1.0351732145239,0.429442984600855,1.42934985041235,1.20080480677027,0.949058892153279,0.891938541011855,0.221826250933509,1
AY761184,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
AY761185,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Aaas,248.096513747561,215.150935285028,255.85362322381,206.138158495564,259.093077557845,304.74566817905,0.0966529804306096,1
Aacs,3244.57791205607,3330.33034557963,3250.81800978781,4469.79575906788,6846.1944950297,6990.12234590991,0.868104914054358,0.00626187091569384
Aadac,7679.95007855279,10015.0398438765,12037.5079902227,9963.07748177296,9242.88455068078,7694.15916761526,-0.129056562693984,1
Aadacl2,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Aadacl3,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Aadat,2097.60599036359,2433.65339373304,2349.37470412776,1692.73450927716,1977.52237828338,2118.94866059717,-0.25187052735501,1
Aagab,1102.45947346795,1025.93929021144,1185.88392589211,1064.31332706739,953.804186614045,1058.13642248706,-0.106722397980891,1
Aak1,852.637671029516,854.1620963711,872.37985870167,1121.15142125451,926.597831705651,856.558312218385,0.159851399142031,1
Aamp,3123.80770369494,3430.82000397623,3225.0897124804,3012.01872364877,3156.88622826586,3081.05303350195,-0.0795361205289182,1
Aanat,2.41540416722243,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,1.48656423501976,-0.478895896271702,1
Aard,39.6816398900827,45.0915133830897,47.1685450636075,33.2222663206443,28.1554138005473,18.1360836672411,-0.788820309943732,0.928501686937022
Aars,7002.94679625416,6969.43019708727,6173.36200393093,5773.06924268256,6326.1102221297,5756.27403084351,-0.17298104178171,1
Aars2,558.648478104729,554.410893119704,491.21989859171,437.493217933303,538.749097779011,600.274638100979,-0.0318749978369607,1
Aarsd1,502.05900904409,562.99975281172,527.430094802157,439.894827546844,490.663447243245,529.514180514038,-0.123114996272289,1
Aasdh,248.096513747561,285.579584759568,307.310217838655,391.862635276033,291.361079891056,267.284249456553,0.159018146054163,1
Aasdhppt,1014.12469249524,1129.86449248485,881.908857704419,1012.27845210734,991.766542300177,874.991708732629,-0.0694497093505442,1
Aass,7143.73035342941,7859.23606118025,8582.29295182587,7567.87216053519,8177.4077677567,7832.70695431911,0.0025034898085336,1
Aatf,295.024366139311,340.548286788478,293.016719334531,289.393958431636,300.218962884487,395.128773668252,0.0813191421638333,1
Aatk,546.226399530443,99.2013294427974,95.7664399776273,86.8582143563831,91.4260066107659,93.6535468062448,-1.02130882247708,0.47837395467601
Abat,10272.0238077206,12653.5375412642,12614.9653297892,12977.0975467664,13136.5568322216,12782.9658569349,0.136341381733231,1
Abca1,6961.5398676732,6661.94902011306,5515.86107274125,7632.71562010078,6121.11350142459,5673.02643368241,0.017764895588225,1
Abca12,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Abca13,1.0351732145239,0.429442984600855,1.42934985041235,0.400268268923425,0.949058892153279,0.297312847003952,-0.829063412042467,1
Abca14,9.31655893071507,5.58275879981111,13.817048553986,6.00402403385137,6.64341224507295,13.3790781151778,-0.10226279946828,1
Abca15,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Abca16,0.345057738174632,0.429442984600855,0.476449950137449,0.400268268923425,0.316352964051093,0.297312847003952,-0.302381630775514,1
Abca17,0.345057738174632,2.14721492300427,2.38224975068725,2.00134134461712,2.21447074835765,1.48656423501976,0.665061980340649,1
Abca2,1996.15901534025,1555.01304723969,1914.85234960241,2064.98399937595,1968.66449528995,1419.07421874986,-0.0154090294386313,1
Abca3,2178.34950109645,5280.86038163671,5310.98759418214,8927.98373833698,4796.85999390672,1625.4093345706,0.06355050033057,1
Abca4,7.24621250166728,4.7238728306094,5.24094945151194,6.00402403385137,4.74529446076639,3.27044131704347,-0.356221953554665,1
Abca5,430.286999503767,377.480383464151,419.752406071093,359.040637224312,388.797792818793,298.204785544964,-0.240998313930856,1
Abca6,5449.49685899197,4933.87045007922,6667.91705217361,6393.48505951387,4763.3265797173,5313.27788880762,-0.0491638394246666,1
Abca7,243.265705413116,246.07083017629,248.230424021611,270.981618061158,301.484374740692,211.38943421981,0.0683187833663555,1
Abca8a,3733.8697847877,3373.27464403971,3652.94176770382,4746.78140116289,3783.89780301512,3543.6718234401,0.156344922542883,1
Abca8b,3103.79435488082,2791.80884289016,3016.40463432019,2576.52684706009,2455.21535400053,1961.37285168507,-0.35847759949294,1
Abca9,165.282656585649,94.9068995967889,160.56363319632,142.095235467816,150.267657924269,123.979457200648,0.0116864732094733,1
Abcb10,1256.35522469384,1614.27617911461,1547.0329880963,1536.62988439703,1575.75411393849,1268.03929247185,-0.00954142769237596,1
Abcb11,29382.0114633081,23722.8599123358,25970.8103320422,27632.5199451286,22966.9088371453,18575.2147422659,-0.204523973459522,1
Abcb1a,74.8775291838952,66.5636626131325,102.436739279552,95.6641162726985,69.2812991271893,147.764484960964,0.336209689049046,1
